binary,zeros,class
310080043c2468e4010800c48f0000000026108c000c00c48f0000000026188d001000c68f1400c78f232046002b604400232867002310ac0021284000211080,53,mipsel
110044900000033c10006580ffff8424ffff0334e0ffbd27ff0084300000063c2b18a300110044a01c00bfaf1400c29440006010d9d4033cc99563340000083c,42,mipsel
0300a3e80cc094e590109fe590009fe50020c3e5006081e500c081e5006081e5000081e51c30d4e578009fe5ff3003e2003081e51c2094e5203094e5046084e5,39,arm
200000e1b01104ff470000e1b000001022000081b0000081b0000061b000007d24000063a00300e343000061b00000862c0300622cc4048248420d6248020482,60,alphaev56
a900004bffff789421fff07c0802a6900100143ce000003907000080c800243d20000090c9000080c8002890c90000914900008148000c914900008148001091,56,powerpc
0000004eb90000000042804cee001cfff44e5e4e7520020280f60f279d23c00000000016390000000010030a0000010280000000ff22000681000000d2303900,67,m68k
d1ae5420d1b258c0d1aa50201000a7080000a728000050201000a74800005820d1a650005006a73800005850b000505010000dec5840f098a7280000986ff078,52,s390
10011b0c0708900100001c0000001c000000000000001102000000440e1003c8010a0e08410b0000000000000099f7fe85c00f85870100008b1500000000400f,77,x86_64
ff9f200000c1b21104ff470000c1b200001022000042a0000081b0000041b0050043280400c3281f04ff5f0000a82c0300832c221741481f04ff47c504a34802,47,alphaev56
201000500010005820d1b658202000502010005820d1a2502010005820d19e50201000a7280003502010005820d1ca5830200050301000582020005020100058,59,s390
4333611d6105a00900e361e8711e8503611d615a410df11df15a00087ee36ff66e0b000900ffff0000e62ff87ff36e4362e361c8715e11e361e87123601e81e3,21,sh4
a000008968004838630000808800447d293378916a000038c0000039600001912a0000b168000490e8001891280040908a00004cc63182480000018001001438,54,powerpc
4c6e0001000c6004202e00084e5e4e754e5600004aae000c6d22701fb0ae000c6d1a70ff222e000ce2a8b0ae0008650c202e0008222e000ce3a86004202e0008,46,m68k
3239000000000c41ffeb67e0206e001420104e5e4e754e56fffc2f02202e0008428160081dbc000118fd52817402b4816cf24281122efffdc3b9000000002040,36,m68k
65aa3884000183ea00087cab64aa7ca965aa908a00047ca964aa7cbf65aa4bffffc4a90a000c3d2000009089000038a000009089000038c0000091090000810a,45,powerpc
4b78397f002083ebfffc7d615b784e8000209421ffe093e1001c7c3f0b787c691b78909f000c993f0008813f000c2f890000419c003c813f000c2f89001f419d,32,powerpc
27040062240400688c0400458c0800438c1c00bfaf000086ac0000043c0000023c213000002138000000008424000048ac000045ac000043ac0000000c000000,66,mipsel
0367d65388327cffff4a8866aa705123c00000000060c8303900000000538170074a8166f2720223c10000000013c00000000020790000000023d00000000072,59,m68k
e65f24e3e65f24e3e6003093e5150053e3f6ffffda04309fe5080093e51eff2fe1000000002aa641b410402de9ebffffeb00c0a0e3110000ea8c2080e0821083,32,arm
0026106200040082ac0000033c1000628c00000000ffff4224100062ac0000023c1000438cf2ff0224edff62100000023c050000100100032404004224000003,60,mipsel
224f0ad200e50ad300e62167306109d0792109d41c611023216308d2322212220b40090000e0264f0b0009000200000000000000000000000000000000000000,65,sh4
8b45e0488b008b000fbed0488b45e0488b008b000fbec00fafc285c07407b801000000eb05b80000000089c28b050000000009d0c0f8060fbed0488b05000000,55,x86_64
1b0c070890010000140000001c000000000000005000000000440e10024b0e080000ffffffff89050000000031c0891500000000e80000000031c04883c408c3,75,x86_64
182a5810d23a0de15020c000a7f40010a71a0001a71e0002a7c4fffc5810d23658101000bf1f1000a774000ca7180000a7f40004a71a0001a71e0001a7c4fffc,40,s390
009482000c3c020000ac4700003403fff6ac430000ac430000ac4300002403fffaac4300003c0300008c650084ac450000246300848c650004ac450000906300,55,mips
000000440e30039a010e08000000000000008b150000000048894c241048890c2448890e85d2740e488b150000000048c70200000000488b150000000048c702,64,x86_64
1021304200ff0002160000021603100000020000000083c2000803c0e8218fbe000427bd000803e000080000000027bdfff8afbe000403a0f0210080182100a0,63,mips
2ee54c2f5d2f6c2f7d2f8e2f9f2f00d0e0910000f091000041e050e0892b01f440e050e026ef3fef6e2f7f2f8e2f9f2f00d08091000091e0823a00f490e0292f,34,avr
30f6014a20f60148b003104004002a22b00530413400f2731304f1471038004600007da700405b6b0000ba270000bd2304000aa000005ea708003ea510005ea5,50,alphaev56
a0e108301be5030052e1030000ba08201be50c301be51233a0e1000000ea08301be50300a0e100d04be204b09de41eff2fe104b02de500b08de20cd04de20800,43,arm
48c745b800000000488d459c488945b00fb745c60fbed80fb60500000000440fb6e08b459c4189c5488b45c84889c7e82e03000089c1488b45d04489ea4889c6,29,x86_64
0000c020009908910000920900909074c020009908910000c020009908910000c020009908910000c020009809c020009908910000c020009908910000c02000,72,xtensa
1c0300031c0300000043acffff0324000043acb75f0324000043ac0000033c0400639400000000001c0300031c0300000043acffff0334000043ac0000033c00,62,mipsel
1f0a9402f44a30510501f001964f5f5f4f20e030e0e0910000f0910000009701f06115710501f0a0e0b0e04a30510501f4b0930000a093000070930000609300,53,avr
6a0300000005000000c400a000c420600005000000c400a000c420600005000000c400a000c420600086103fe00525d2d9c62060008410a26a09000000c42060,72,sparc
600000015020100058201000a72e0002a7c4fff45850d0de5820d0da5840d0d6585050005050200058101000501020005810d0d2584040005040200058401000,57,s390
92100002901063ff40000000010000008210000880a740011480006001000000c217a044832860108338601080a060000480001601000000c217a04883286010,62,sparc
8b45f8488b008b0021d035a51e000085c00f9ec04431d084c074118b050000000085c07407ba01000000eb05ba00000000488b45e88b0039c20f9cc00fb6c089,47,x86_64
0000000001000000c70500000000ffffffffc70500000000ffffffffc70500000000a234017383ea01893500000000893d00000000890d00000000740e8b088b,71,x86_64
0000813f000839290001913f0008813f00082f890000409dffc83d200000812900007d2a4b783d2000009149000038a0000038600000388000004bfffcf93920,55,powerpc
0df11df15a00047ee36ff66e0b000900e62ff87ff36ee361c8714f11e361c8715e11e362c872e361c8712f521e512c315a410df11df15a00087ee36ff66e0b00,17,sh4
3c1800a0a7000062900000043c0016020003160200ffff42301800a2a70000629021300000001602000000033c0316020021380000000084242400bfaf000062,63,mipsel
0000fe2f21312040000062302176204800006230fbff3ff4a6ffffc30400c6a01000de2200001d2500005d24a1ffffc31f04ff47a9053f2400001d258a792120,39,alphaev56
37011a010365183505e419d30b435f6508202a6378272a62292321e221e110421041fd8f10420cd1322117e211d1222111d132212221ffe2222110d222622221,12,sh4
00ac400000ac430000ac4500003c0500008ca800143c0a00003c0d00003c0c0000ac4800008d48000827bdffe08da600088d850000254b00083c090000afb000,63,mips
f8f30f100d00000000f30f59caf30f5ec1f30f100d000000000f54c10f2e05000000000f97c083f00184c0740cf30f1045fcf30f5e45f8eb05f30f1045fc5dc3,47,x86_64
311c310c313c311360084021d11e021dd12221017302e11733eb8f736101a0017700e701e11737f58f00e301761546f78b19d1126214d1222118d22262222107,17,sh4
0621000029a77cf229470c022907460500002807e022112a2722c224310000390228071b2229072807a612e50c022907860f000c022917060b000c0229278606,38,xtensa
18000000000000005400000000450e10469a0249da0e0000000022b01f04ff4700405b6b0000ba2700005ea70004ff470000bd231000de230180fa6b0000fe2f,63,alphaev56
99080c9ac02000a908910000a10000c020009908a80ac020009908c02000a90892a73ec020009908910000c10000290992a0ccc02000926800d10000810000a1,60,xtensa
1cafbe001803a0f021afc50024afc40020afc600288fc2002814400007000000008fc700248fc600203c020000244400240c000000000000000000000003c0e8,63,mips
0000ffff6330000043ac0000033c0800639400000000ffff6330000043ac0000033c0400639400000000ffff6330000043ac01000324000043ac0000033c0000,68,mipsel
00c630010002242c00bfaf1800e5ac040062a00700c0100000023c4d00801000000000020006241800e58c0800688c5c0046a50000063c5000c78c00000c3c01,62,mipsel
42aefffc602442aefff86014202efffcd0aefff82dbc000000000cf452aefff84aaefff86fe652aefffc4aaefffc6fd6203900000000528023c000000000102e,33,m68k
040000921020004000000090102000b2067fd380a6001912bffff1861000198810200bc8274000881020170300000007000000c4006000c600e000c837000088,64,sparc
0021c10fb645cf39c10f9fc00fb6c089c1d3e289d00fbec8b888ffffff99f7f989d00fbed8b80100000099f7fb85c00f848800000048c745b000000000c70500,38,x86_64
0af20f1045f8f20f5845f05dc3554889e5f20f1145f8f20f114df0f20f104df8f20f100500000000f20f59c1f20f1055f0f20f100d00000000f20f59caf20f5c,38,x86_64
033c00006394e0ffbd27001c0300031c03000000053c2130000021380000000084240c00a0ac1c00bfaf000043ac0000000c000000001c00bf8f211000000800,68,mipsel
0089e80720a0e301e0a0e3b4319fe5088094e5002083e5005083e50420d4e510e084e5ff2002e2002083e5b620d4e11850c4e50228a0e14228a0e1002083e500,35,arm
e6a86008202e0008222e000c20402241200822094cdf001c4e5e4e754e56000048e73800741fb4ae0010654274e0d4ae00104a826d0c262e00082203e4a94280,35,m68k
3c020000ac4400083c0700003c020000ac4000148ce900003c020000a0400018004040213c060000240a00019045001814a0000924c4000824e500008cab0004,64,mips
42a72f084ebafd26487800014879000000002f084ebafd0423c80000000070fd4e5e4e754e56000048e730204ebaffa4428360422002d0802440d5c22003e788,37,m68k
6000c4072000c4206000c41120008528a0108538a010c42060008408e003c4206000c020600005000000c400a000b01020009210200094102000c42060001100,65,sparc
02430d0602450c070800001c000000dc040000000000003500000000410e108602430d06700c07080000001c000000fc040000000000002f00000000410e1086,82,x86_64
08c801480e0bbbe2a09fc02000e908b0b0f4325103225104c90af25a02f25105f25102b25900c02000490822a0f6c020002908e21d00f020f4e0e0f4c02000e9,41,xtensa
e6001427bdffd88d22001800c028212402ffff24040052afbf00240c000000afa200183c0200008ce30014a04000083c024eeb3442d0f60062102a8fa300183c,41,mips
d07e58101000581010005010c000182c5840f0a0986ff08007f407070000000000000000000000000000000000000000d34caa8e0707070790dff0340dd0a7fa,70,s390
24c6001c0040282127a400380c0000af000000008fa20038ae2200148fa2003cae620004261000013210ffff1200ffd5000010213c0300008c62000c2442ffff,49,mips
fffafffffffafffffffafffffffafffffffafffffffafffffffa0965feff810000d898cd03bd02e5fbff210000c0200088022808a0a220a9080c121df0003641,24,xtensa
fe49c1707f242e000ce4a0b0816d10102efffe49c0222e000ce3a820006004102efffe241f4e5e4e754e56fffc202e00081d40fffe4a2efffe6d1e4aae000c6d,26,m68k
600e5280600242807401b4806cf452817002b0816cf030790000000023c80000000095ca602e47f2893000000000103398000280000000ff23c0000000005289,59,m68k
0000033c140062ac0000023c1400428c000000000c004328f7ff60140000033c0000023c100042900000023c2800428c01000324000043ac0000023c0800e003,65,mipsel
2c62222192213f922221922101e7722172217221922122219221b262222128d220677c6521840c6778675b2722840c64436028400b272384284018407b200221,11,sh4
00848948008690e90000908900009149000090c9000038c000008148008b9149000039400015914900003d400000394a00008105000438a00000910900003d00,66,powerpc
c0200029080c02c020002908910000c020009908910000920900909074c020009908910000c020009809c020009908c020002908910000c02000990891000098,67,xtensa
c02060000900000037000000f4012000c606e0000500003f8610e0018410a3fec620600084168002c4206000c421200005000000b4112000f820a000f206a004,65,sparc
0cafa200248c6a0004acc2000c8c8a00043c026666afa90018afa7001cafa50020ad090010acc70004acc50008244266672442ffff9085000c9065000c1440ff,39,mips
00017a520004781a011b0d1e00180000001800000000000000d400000000430e10419a0270da0e00000000e3b3000061a400003d24e3ff9f20000081b0000063,69,alphaev56
e0e0f0e08aef9fef9183808390930000809300008281938190930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a96,33,avr
108538a010c420600005000000c410a0008528a0108538a010c4206000050000008610a000c408a000c4206000c408e001c420600005000000c400a000c42060,66,sparc
b0e08c918fef9fef90930000809300009093000080930000909300008093000083e090e09093000080930000f0930000e0930000e0e0f0e08081992787fd9095,61,avr
0a009100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e008,37,avr
01f48c2d9d2d00c08e2d9f2d822b932b9583848389819a8101979a838983992304f4e0910000f09100008fe99fe9918380831092000010920000e0910000f091,33,avr
0063900000043cff006330e0ffbd27000043ac21300000ffff03242138000000008424000043ac1c00bfaf0000000c000000001c00bf8f211000000800e00320,64,mipsel
41b0000041b000005d24000082a0000081b000004220040082a00400e443000081b0080042a0000041b00000e1b30000e1b30000e1b3813e5f2454c642200000,63,alphaev56
3c037c113c020000346388e1ac4300003c037b5c3463f1c9ac430000ac4000003c030000906300013c04000000031e0000031e03ac4300003403e8bdac430000,52,mips
142f2e00104878ffff2f3c7fffffff4eb9000000004fef00102040224120082209282e00082a2e000c9a8199806e000128202e0008222e000c448140806c4028,39,m68k
9c0a0000000000005d00000000410e108602430d0602580c070800001c000000bc0a0000000000005d00000000410e108602430d0602580c070800001c000000,80,x86_64
ff2fe110482de908b08de20cd04de210000be514100be53f14a0e310001be5feffffeb0030a0e10340a0e13f14a0e314001be5feffffeb0030a0e10310a0e104,33,arm
cfcecd0e600050201000a7380000a74800005820d04a5810d0460de1a72800005840f09898dff09407f400000000000000000000000000000000000000000000,74,s390
0000001c0000009c040000000000005000000000410e108602430d06024b0c070800001c000000bc040000000000004a00000000410e108602430d0602450c07,82,x86_64
0890010000140000001c00000000000000da00000000440e1002d50e088b124885c90f94c131f60fb6c90908c70500000000edffffff0fbe1089108b05000000,63,x86_64
3920000148000008392000013c60ed9860639c8f7d231a783123ffff7c6919105769063e38c000013ca0684060a585ef388000017c6918504bfffc3939200000,34,powerpc
011b0d1e001800000018000000000000006400000000470e104a9a0247da0e0000000082b000001022000023380100e14300005eb7000022b000405b6b0000ba,73,alphaev56
0000017a520004781a011b0d1e001800000018000000000000004800000000430e10419a024dda0e00000000ba270000bd230004ff4700005ea71000de230180,68,alphaev56
1881e1081083e53210d2e5ff1001e2081083e5b613d2e1b8c3d2e10c1881e1081083e5ba13d2e1bcc3d2e10c1881e1081083e5be13d2e1b0c4d2e10c1881e108,16,arm
820c038601000c034600000c132a23cc4221000086000021000029082d041df0000036410081000029080c621df03661000c3449015100000c04490541000042,55,xtensa
218fbf00248fb100208fb0001c03e0000827bd002827bdffd8afbf002427a400180c00003b000000003c0200008c43001c3c020000ac430000ac430000100000,57,mips
03afa20018908200003c03000000021600ac65000c3406fffe3c05000000021603afbf00241440002caca600042402ffedac62000c2403ffed90820000908400,52,mips
18f109f332f12cf313f33cf15df109f225f129011c6101e22a211c6118210989e3620472e36128f218f12cf313f33cf103a00900e361047118f11cf008d16641,14,sh4
000063a4000066b4213120400300e17300002038223140402276404807002320daff3ff4eaffffc300003d24ffff5f200000413800007d2400004320000048b4,47,alphaev56
90e0909300008093000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e0,36,avr
40480100414c0a0020f4080023a001f02044080023b0040023a001f02044040023b0000025a001f02044000025b00200e0c30000272801002628040037a0e6e3,58,alphaev56
00c406e000c4206000b8102010053ffff0f82060008410a032c420600084102003c4206000052db27d8410a35ec420600005000000c020a00005000000f820a0,59,sparc
c0741e488b0500000000c700f8000000eb554863d0c7049473ab04de83c001eb05b80000000083f8027ee7bb00000000eb298b6c2408befdffffff488d7c243c,42,x86_64
7a5200017c0e011b0c0f600000002400000018000000000000008800448c0c8d0b8e0a8f09460ec001025ecfcecdcc0e600000d06a5800c000a7480000582020,62,s390
fb8f022212d100e212d3126712d6282212d2038b23676223f9afffe27221ffe30fd100e5226700e222210ed10ed07221322106d622212be2322600e622210bd4,16,sh4
284200025040000f2508000101282821000528408c6200208c64002000a2102124840001ac6400208c6400200002108000e21021288400021480fff6ac460000,51,mips
92620c603fd4222191522221925222213ad222622221d262222132d22163322121533221225222214b92222130d221533221225222212dd22262222180622221,4,sh4
017d2400345484d97e386000004bfffc757c641b787fa3eb784bfffc155463402ea13e00005529063e5463063e7c634a147f9f1800419e0018393e0000a12900,25,powerpc
001000000000017a5200017c0e011b0c0f600000001000000018000000000000004c0000000000075040100ca71800085010200ca7f4ffea0707acefce06743e,72,s390
00bd24e6ff5f20000025a00000fd2400003d240000e720000041b000005d24000042a00200e243000041b000005d24000082a0000042200400e443000081b004,66,alphaev56
000000017a5200017c0e011b0c0f600000002800000018000000000000009e00448b0d8c0c8d0b8e0a8f09460ec0010276cfcecdcccb0e600000001000432010,65,s390
5e3970c02b90f998000000000000000000000007fa0b5bcd38ea0000892a0000810700047d084a78910700043929ffff992a00004bffffe03d20000039090000,59,powerpc
e9000090e9000090e9000091090000910900009109000090c9000038c00000a14a0014914900004cc63182480000018001001438600000382100107c0803a64e,64,powerpc
32212262222114d22262222101e22221722172217221322132213221322161622d6222210ed400e50ed00b4000e600e0087f264f0b00090096dd3e0000003000,29,sh4
00224f0bd00b40090007a000e11360084008d22e0308d2322201711541f68f00e506d407d00b4000e600e0264f0b000900000000000000000000000000000000,68,sh4
05000000c400a000c4206000c808e0008410e000bb292018c608a0018728e0108810c01dc608a0028728e0088610c004c808a00386110003c6206000c808a004,53,sparc
000004000000080000002400000018000000040000000c0000000c0000000c2a810000c10000c020008808929c008808d10000909bf28089c0d80d80ba83b90d,78,xtensa
402de90020a0e36c309fe5402083e5120000ea0020a0e35c309fe5442083e5020000ea013083e24c209fe5443082e544309fe5443093e5010053e3f8ffffda34,32,arm
806728202e0008222e000c2f2e00142f2e00102f012f004eb9000000004fef001020402241200822096008202e0008222e000c20402241200822094e5e4e754e,46,m68k
0c50d3e5270055e3d6ffff0a040093e51cd08de2f04fbde81eff2fe14f700eb60000000000000000bbcb108103f0409f10402de971ffffeb0030a0e3040000ea,43,arm
00000000488b3a668b1500000000c7442408f8ffffffc744240cf8ffffffc7050000000001000000ffca833f00668915000000007515488b150000000048890a,53,x86_64
cecd0e600020185810d0b6a728001750201000a7280000502010005820d0ae50201000a71800001851182189500002892000041b25a71a0001a71e0003585240,49,s390
e2030091e8feffffeb0020a0e10130a0e10260a0e10370a0e10020a0e36336a0e324104be2030091e8feffffeb0020a0e10130a0e10600a0e10710a0e1feffff,39,arm
e5042093e50020d3e550109fe50ce093e5105093e5ff3002e2003081e540009fe50020a0e30030a0e3005081e500e081e5004081e500c081e500c081e500c081,45,arm
00a0d30100a0c3bdffffeb101094e50138a0e1ff2001e24338a0e1a4ffffeb103094e50318a0e12118a0e1030050e10000a0a30100a0b365ffffeb143094e500,35,arm
000100008c6400048c630008a8450000b8450003a8440004b8440007a843000803e00008b843000b00001021284300035460fffe244200013c02000024420048,56,mips
a0188538a018c42060000509b71d8410a1dfc4206000c4206000c420600088103ffbc8206000c8206000c8206000c4206000c4206000c4206000c62060008410,51,sparc
60e70086988800043d00136d6108c99290e9000090e900003d400a68910900003d0010fb6108f2b83c60000091090000390000fc910900003d004d2e614a5d56,51,powerpc
2010005840f03858e0f03807f48e9bdccb000000000707070750e0f0380d50a718ffe2a7f4000d58205046d60320005042a71a0005891000108a100010a71e00,49,s390
0000043ce0ffbd27ffff03240000023c213000002138000000008424000043ac1c00bfaf000043ac0000000c000000001c00bf8f211000000800e0032000bd27,65,mipsel
e306c0a0e3fbe0a0e388309fe588109fe5008093e5008093e5043093e5003081e5007081e574309fe574709fe5007081e5000081e5003081e568009fe568309f,36,arm
0c8fc80008012018210100102103c0e8218fbe000427bd000803e000080000000027bdfff8afbe000403a0f021afc5000cafc40008afc600108fc40008048000,53,mips
808a0000900100143d6037bc3d400000616b75288128000438a0000080e8000838c000006d2937bc3863000069297528916a000091280004908a0000912a0000,52,powerpc
c9c3554889e54881ece80000004889bda8feffff89f08885a4feffff66c745fe4d6dc745e801000000c745e4d82e31d8c745e07b64735bc745803553bc52c745,16,x86_64
c40008ace40000ac480000ac400000ac4d0000ac4c0000ac4b0000ac4300003c031c583463c9c9ac4000003c040000ac4300003c03ef9b3c050000246371f400,55,mips
ac430000240379b7ac4300003c0300008c6300383c040000ac4300003c03000024630014248400388c6600002463000cac4600008c66fff83c050000ac460000,54,mips
21fff07c0802a6900100144bffffb139200000480000205528103a3d400000394a00007d0a402e3d400000910a0000392900012f890001409dffe038a0000038,52,powerpc
3093e5000053e3f8ffffaa98309fe5083093e50010a0e3150000ea013083e2000000ea0030a0e3000053e3faffffda012082e2000000ea0020a0e3010052e3f7,47,arm
0080a760001480004984102008f827bff8c0268000c205600080a0401412800008821020088410203f8200bfff808860ff12bffffe8410000182102008c225a0,44,sparc
2d8e2f00d0892b01f48091000090910000009701f081e090e000c081e090e0e0900000f09000008e219f216e2d7f2d00d061e0892b01f460e080e090e000d00e,54,avr
03a0101f1dd1fc3771111dd100e7206512611cd0522132511bd132657229522131551ad4522100e53253322122633221215322523221222182622221626200e6,11,sh4
0558a0e1251841e00100a0e3feffffeb18319fe5030051e10010a0d3011006c2141088e50030a0e3343084e5003094e5002093e5b833d4e1023003e0b833c4e1,33,arm
8c00000b3c3400872401000324180063ad0000033c040060ac21580000a7ff001001000d240000043c3400872455550a3c57554a252120e000050003242110a0,51,mipsel
0043ac0000033c1000638c00000000000043ac0c00001021280000802003000000033c04006324211883000000648c0000033c000064ac01004224f7ff401821,64,mipsel
23322228d4426100e529d1522120d8816105e77d4101e776312901122a25d6626117d110677c6724d1722117d77267722118d77267722181677d67722117d772,7,sh4
008400448d0b8e0a8f09460ec001025ecfcecd0e60001000a7280000502010005820d06a50201000a74800005820d066a7380000500010000de55840f098a728,53,s390
9de41eff2fe100482de904b08de208d04de20020a0e10130a0e1b6204be1b8304be1b8305be1000053e30800000ab6305be1b8205be10210a0e10300a0e1feff,35,arm
51e3081093050000e0e31cc093e594109fe520c093e590509fe5b4e1d3e18c409fe500508ce504c091e5086093e5045093e5004081e500e081e500c081e504c0,35,arm
000086e5b0109fe5006094e504e094e52cc094e5300094e5342094e59c309fe5107094e5287094e5006081e500e081e500c081e5000081e5002081e5003081e5,39,arm
10004fa418002fa4010441400004e1471e04ef4700005ea70800fea52000de230180fa6be0ffde2300005eb70800feb50f04fe4710000fb618002fb610004fa4,43,alphaev56
e5002081e5000081e5002081e5002081e5000081e5002081e500c081e51420d3e540e09fe540c09fe5ff2002e2002081e5004083e534009fe50020a0e30030a0,46,arm
00000000017a5200017c0e011b0c0f600000002400000018000000000000008800448c0c8d0b8e0a8f09460ec0010262cfcecdcc0e600000d0725850d06e5020,64,s390
02840221222112d213d0222113d22221fbe20284022111d0222111d222210b40090000e0264f0b000900fd000900000000004bf0ecd324000000080000000000,51,sh4
00009202007cfea81bc02000e908c02000a9080c3f9b99909074c02000f908924200c020009908210000c10000d10000810000a10000f902e90b0c02e008001d,60,xtensa
a150726108200f65ba6117051a011821b08b226522612dd010357264ba65522f0b401a050365f260503003898b610271b3af111a7261faaf8b61a26622673392,18,sh4
03a0f02100801021afc5000ca3c200088fc2000c2c4200201040000e0000000093c30008240400ff8fc2000c004410070043102a144000070000000093c30008,63,mips
29cf242efff04e5e4e754e5600004ebaff004281601e2041d1c020708db00000000023c8000000005280600242804a806fe452817002b0816cf2103900000000,46,m68k
5e2f092f082f012f004eba02ce4fef00103040303900000000300002800000ffffb0885dc0440010000280000000ff222eff9a4a816710222eff920c81000000,52,m68k
ff1062000b0000000083c3000883c2000c0062001a004001f400001010000010120002160000021603100000020000000083c2000803c0e8218fbe000427bd00,70,mips
0cdd05eafefffefffefff00a0000fbff1092000000c02f5f3f4f00c020e030e01216130604f40296909300008093000080910000909100008c30910504f080e0,52,avr
0a000880ea00043d20000090e900009109000080ea000c90e900003ce0000080e7000090e9000080ea001090e90000814a001491490000910900003d40000038,72,powerpc
c600600007000000c600e000050000003b000000c600a000c0276000f800a000f8070000f820c000f8006000f800a000f807000086102001c6270000f8006000,80,sparc
91090000390000019089000091090000810a001c91090000810a002091090000a14a0024914900008145000438a00000914900004cc631824800000180010014,64,powerpc
4885c90f94c10fb6c909d1750b85d2740cba01000000eb05ba010000004863c889148d0000000083e801eb05b80200000085c079ba83c60183fe027eef488b05,41,x86_64
0fb6d0488b45e88b0009d039c10f9cc0440fb6c0488b45e88b108b050000000031c24189d28b853cffffff0fb6c80fb78548ffffff0fbfd069d22fe7ffffc1ea,24,x86_64
0c140002404020b1cc322227288c320c124600000c028022234d022227288022232024d22040f421000028022020f42044822100002802204410210000220200,42,xtensa
ac440000ac400000ac440000ac500000ac4300003c030000ac500000946300503c0400003063ffffac4300008e43004024840000ac4300008e230004ac430000,63,mips
000fb60104f14718002fb018002fa0070020f410002fa600003d240000012200007da700405b6b0000ba270000bd231f04ff471e04ef4700005ea70800fea520,52,alphaev56
450000ac4300008c8b003c240a0001ad0300402403a983ac4b0000ac4a0000ac4300003c030000ac6a00183403fff8ac4300003c030000246300203c0400003c,56,mips
9148000090010014390000133c6000009109000480e9000838a000003d20000038c000003863000090e9000091090000914900004cc631824800000180010014,67,powerpc
05000000008b0039c2488b8558ffffff4885c08b45803d1b5500000fb705000000006683f8010f9fc00fb6d00fbe45c339c20f9fc00fb6d08b05000000000fbe,47,x86_64
01c220c00003000000c400a000c420600005000000c400a000c4206000c4576000c4206000c4012004c4206000c4012008c420600005000000c610a0008728e0,70,sparc
8278014c414802b6825ec144010281000000ff23c1000000002439000000000a42003023c20000000076f623c30000000020790000000023c80000000023c100,65,m68k
10a0e3001083e5041093e5001083e50c2092e5002083e50020a0e30a0000ea030082e074109fe5000191e768109fe5000081e5013083e2000000ea0030a0e300,51,arm
ffff2544ee793800fffffffd00005e314a5e307c000160f04a02670e23c80000000070f523c00000000020390000000070011439000000002079000000005100,62,m68k
210f89e3620872e36129f528f4fc7219f318f2fc714cf65cf723f66cf27cf305a00900e361087119f318f2fc712cf03cf1107ee36ff66e0b0009000900000000,25,sh4
c220a000c2012028c220a00007000000c201202cc220a000f6012030c200e000f620a00082174001c220e000c6012034c620a000c6012038c620a000c601203c,55,sparc
0000000020a0e3010080e2ff0000e20000c1e50000d1e500e08ce501e0d1e50030a0e3ffe00ee200e08ce5b2e0d1e138009fe50ee8a0e14ee8a0e100e08ce504,50,arm
17d57260018816d02901122416d13263522100e5226232212221626200e612d4222100e2222111d22262222172622221fee222210b40090000e0264f0b000900,24,sh4
106010d1126112622925522100e20cd107a02221017102e22731fb8b067008d1022107d112601888f58d00e1f0500e600b00047f100000000400000008000000,47,sh4
0091e500e08ce500008ce500208ce500308ce518e0d1e5006091e5ffe00ee20020a0e30030a0e338009fe500e08ce5104081e500608ce500408ce500508ce5fe,45,arm
1261136240d12221e361d871e362d8722f5201722f11e361d8711f5202e11732e88be361d87100e22f1144a00900e361d87100e22e1131a00900e361d87100e2,17,sh4
017c0e011b0c0f600000001000000018000000000000008000448d0b581020041854a75affffa71affff50102004a75100ff1845a774fff45810d06a92143000,51,s390
008080f4c02000890a0c021df00000364100e5fcff8100008218008080f4910000c020008909810000c020008808c02000826900c10000d10000a10000810000,66,xtensa
f98be7e1122859d32361017132691929e4e19223122e8268e5ec8e914eebf2531738831f53d83c61889d29031b23d3640b48336537004fd81a01183ddc6dd22f,6,sh4
0500000003000011c600a000821062158210c001c220a0000500000086102001c620a00005000000c800a00005000000c820a000c620a000c220a00092102000,74,sparc
c78f232046002b604400232867002310ac0021284000211080002118a0001000c48f00000000264082001400c48f000000002648830024c0480124c869010c00,53,mipsel
000020085280b081670a700581b9000000006020222efff402810000ffff203c00009f7ae3a8670620390000000042b900000000423900000000601452806002,61,m68k
66064aaefffc6704700160024280206effc02210b2805cc0440010000280000000ff2206e1a92001223900000000b28067047001600242802239000000002f05,52,m68k
10020002000010000000000800c28f21e8c0030400be8f0800bd270800e00300000000f8ffbd270400beaf21f0a0030800c4af0c00c5af0800c28f000000000f,66,mipsel
0ad100e2224f222100e509d100e609d0126309d109d43221222109d222210b40090000e0264f0b00090009000400000000000000000000000000000000000000,69,sh4
0b78907f0008909f000c813f00082f890000419c0048813f000c2f890000419c003c813f000c2f89001f419d00303d207fff612affff813f000c7d4a4e30813f,40,powerpc
0d0189150000000083c0078905000000008b050000000083f8147ed10fb7050000000098c34883ec08e864ffffff8b050000000089050000000041b800000000,67,x86_64
